Products,Markets,Period,value
676S,EMEA#,Dec 2020,0
676S,APAC#,Jan 2020,0
676S,APAC#,Feb 2020,0
676S,APAC#,Mar 2020,0
676S,APAC#,Apr 2020,0
676S,APAC#,May 2020,0
676S,APAC#,Jun 2020,0
676S,APAC#,Jul 2020,0
676S,APAC#,Aug 2020,0
676S,APAC#,Sep 2020,0
676S,APAC#,Oct 2020,0
676S,APAC#,Nov 2020,0
676S,APAC#,Dec 2020,0
676S,Total Market#,Jan 2020,0
676S,Total Market#,Feb 2020,0
676S,Total Market#,Mar 2020,0
676S,Total Market#,Apr 2020,0
676S,Total Market#,May 2020,0
676S,Total Market#,Jun 2020,0
676S,Total Market#,Jul 2020,0
676S,Total Market#,Aug 2020,0
676S,Total Market#,Sep 2020,0
676S,Total Market#,Oct 2020,0
676S,Total Market#,Nov 2020,0
676S,Total Market#,Dec 2020,0
676RS,US,Jan 2020,1015
676RS,US,Feb 2020,1006
676RS,US,Mar 2020,977
676RS,US,Apr 2020,1004
676RS,US,May 2020,1003
676RS,US,Jun 2020,998
676RS,US,Jul 2020,999
676RS,US,Aug 2020,981
676RS,US,Sep 2020,1019
676RS,US,Oct 2020,998
676RS,US,Nov 2020,1011
676RS,US,Dec 2020,992
676RS,Canada,Jan 2020,1004
676RS,Canada,Feb 2020,1003
676RS,Canada,Mar 2020,973
676RS,Canada,Apr 2020,1001
676RS,Canada,May 2020,1015
676RS,Canada,Jun 2020,990
676RS,Canada,Jul 2020,1004
676RS,Canada,Aug 2020,973
676RS,Canada,Sep 2020,984
676RS,Canada,Oct 2020,997
676RS,Canada,Nov 2020,983
676RS,Canada,Dec 2020,992
676RS,Brazil,Jan 2020,995
676RS,Brazil,Feb 2020,973
676RS,Brazil,Mar 2020,997
676RS,Brazil,Apr 2020,1009
676RS,Brazil,May 2020,1013
676RS,Brazil,Jun 2020,997
676RS,Brazil,Jul 2020,1004
676RS,Brazil,Aug 2020,978
676RS,Brazil,Sep 2020,987
676RS,Brazil,Oct 2020,1014
676RS,Brazil,Nov 2020,995
676RS,Brazil,Dec 2020,1007
676RS,Argentina,Jan 2020,972
676RS,Argentina,Feb 2020,970
676RS,Argentina,Mar 2020,980
676RS,Argentina,Apr 2020,988
676RS,Argentina,May 2020,993
676RS,Argentina,Jun 2020,1014
676RS,Argentina,Jul 2020,990
676RS,Argentina,Aug 2020,971
676RS,Argentina,Sep 2020,1015
676RS,Argentina,Oct 2020,990
676RS,Argentina,Nov 2020,1012
676RS,Argentina,Dec 2020,984
676RS,UK,Jan 2020,978
676RS,UK,Feb 2020,1012
676RS,UK,Mar 2020,978
676RS,UK,Apr 2020,1006
676RS,UK,May 2020,1014
676RS,UK,Jun 2020,973
676RS,UK,Jul 2020,1002
676RS,UK,Aug 2020,971
676RS,UK,Sep 2020,1008
676RS,UK,Oct 2020,1011
676RS,UK,Nov 2020,983
676RS,UK,Dec 2020,1003
676RS,France,Jan 2020,988
676RS,France,Feb 2020,975
676RS,France,Mar 2020,974
676RS,France,Apr 2020,1010
676RS,France,May 2020,1011
676RS,France,Jun 2020,1000
676RS,France,Jul 2020,1016
676RS,France,Aug 2020,980
676RS,France,Sep 2020,979
676RS,France,Oct 2020,1016
676RS,France,Nov 2020,1002
676RS,France,Dec 2020,979
676RS,Germany,Jan 2020,1006
676RS,Germany,Feb 2020,980
676RS,Germany,Mar 2020,987
676RS,Germany,Apr 2020,992
676RS,Germany,May 2020,986
676RS,Germany,Jun 2020,1011
676RS,Germany,Jul 2020,986
676RS,Germany,Aug 2020,1009
676RS,Germany,Sep 2020,996
676RS,Germany,Oct 2020,1010
676RS,Germany,Nov 2020,981
676RS,Germany,Dec 2020,1005
676RS,Spain,Jan 2020,1010
676RS,Spain,Feb 2020,970
676RS,Spain,Mar 2020,997
676RS,Spain,Apr 2020,1008
676RS,Spain,May 2020,975
676RS,Spain,Jun 2020,997
676RS,Spain,Jul 2020,993
676RS,Spain,Aug 2020,1001
676RS,Spain,Sep 2020,1010
676RS,Spain,Oct 2020,987
676RS,Spain,Nov 2020,1003
676RS,Spain,Dec 2020,976
676RS,Italy,Jan 2020,983
676RS,Italy,Feb 2020,1010
676RS,Italy,Mar 2020,994
676RS,Italy,Apr 2020,1019
676RS,Italy,May 2020,988
676RS,Italy,Jun 2020,1001
676RS,Italy,Jul 2020,995
676RS,Italy,Aug 2020,985
676RS,Italy,Sep 2020,978
676RS,Italy,Oct 2020,1016
676RS,Italy,Nov 2020,986
676RS,Italy,Dec 2020,990
676RS,China,Jan 2020,999
676RS,China,Feb 2020,982
676RS,China,Mar 2020,996
676RS,China,Apr 2020,999
676RS,China,May 2020,995
676RS,China,Jun 2020,972
676RS,China,Jul 2020,1010
676RS,China,Aug 2020,979
676RS,China,Sep 2020,973
676RS,China,Oct 2020,971
676RS,China,Nov 2020,1007
676RS,China,Dec 2020,1009
676RS,Japan,Jan 2020,1003
676RS,Japan,Feb 2020,1005
676RS,Japan,Mar 2020,985
676RS,Japan,Apr 2020,999
676RS,Japan,May 2020,988
676RS,Japan,Jun 2020,992
676RS,Japan,Jul 2020,993
676RS,Japan,Aug 2020,983
676RS,Japan,Sep 2020,999
676RS,Japan,Oct 2020,983
676RS,Japan,Nov 2020,1009
676RS,Japan,Dec 2020,1001
676RS,Americas#,Jan 2020,0
676RS,Americas#,Feb 2020,0
676RS,Americas#,Mar 2020,0
676RS,Americas#,Apr 2020,0
676RS,Americas#,May 2020,0
676RS,Americas#,Jun 2020,0
676RS,Americas#,Jul 2020,0
676RS,Americas#,Aug 2020,0
676RS,Americas#,Sep 2020,0
676RS,Americas#,Oct 2020,0
676RS,Americas#,Nov 2020,0
676RS,Americas#,Dec 2020,0
676RS,EMEA#,Jan 2020,0
676RS,EMEA#,Feb 2020,0
676RS,EMEA#,Mar 2020,0
676RS,EMEA#,Apr 2020,0
676RS,EMEA#,May 2020,0
676RS,EMEA#,Jun 2020,0
676RS,EMEA#,Jul 2020,0
676RS,EMEA#,Aug 2020,0
676RS,EMEA#,Sep 2020,0
676RS,EMEA#,Oct 2020,0
676RS,EMEA#,Nov 2020,0
676RS,EMEA#,Dec 2020,0
676RS,APAC#,Jan 2020,0
676RS,APAC#,Feb 2020,0
676RS,APAC#,Mar 2020,0
676RS,APAC#,Apr 2020,0
676RS,APAC#,May 2020,0
676RS,APAC#,Jun 2020,0
676RS,APAC#,Jul 2020,0
676RS,APAC#,Aug 2020,0
676RS,APAC#,Sep 2020,0
676RS,APAC#,Oct 2020,0
676RS,APAC#,Nov 2020,0
676RS,APAC#,Dec 2020,0
676RS,Total Market#,Jan 2020,0
676RS,Total Market#,Feb 2020,0
676RS,Total Market#,Mar 2020,0
676RS,Total Market#,Apr 2020,0
676RS,Total Market#,May 2020,0
676RS,Total Market#,Jun 2020,0
676RS,Total Market#,Jul 2020,0
676RS,Total Market#,Aug 2020,0
676RS,Total Market#,Sep 2020,0
676RS,Total Market#,Oct 2020,0
676RS,Total Market#,Nov 2020,0
676RS,Total Market#,Dec 2020,0
900S,US,Jan 2020,848
900S,US,Feb 2020,860
900S,US,Mar 2020,882
900S,US,Apr 2020,874
900S,US,May 2020,876
900S,US,Jun 2020,847
900S,US,Jul 2020,867
900S,US,Aug 2020,872
900S,US,Sep 2020,865
900S,US,Oct 2020,873
900S,US,Nov 2020,871
900S,US,Dec 2020,872
900S,Canada,Jan 2020,849
900S,Canada,Feb 2020,838
900S,Canada,Mar 2020,861
900S,Canada,Apr 2020,866
900S,Canada,May 2020,834
900S,Canada,Jun 2020,853
900S,Canada,Jul 2020,866
900S,Canada,Aug 2020,880
900S,Canada,Sep 2020,864
900S,Canada,Oct 2020,864
900S,Canada,Nov 2020,845
900S,Canada,Dec 2020,879
900S,Brazil,Jan 2020,852
900S,Brazil,Feb 2020,874
900S,Brazil,Mar 2020,869
900S,Brazil,Apr 2020,848
900S,Brazil,May 2020,853
900S,Brazil,Jun 2020,881
900S,Brazil,Jul 2020,840
900S,Brazil,Aug 2020,874
900S,Brazil,Sep 2020,874
900S,Brazil,Oct 2020,856
900S,Brazil,Nov 2020,863
900S,Brazil,Dec 2020,879
900S,Argentina,Jan 2020,852
900S,Argentina,Feb 2020,842
900S,Argentina,Mar 2020,859
900S,Argentina,Apr 2020,849
900S,Argentina,May 2020,852
900S,Argentina,Jun 2020,837
900S,Argentina,Jul 2020,864
900S,Argentina,Aug 2020,840
900S,Argentina,Sep 2020,882
900S,Argentina,Oct 2020,836
900S,Argentina,Nov 2020,882
900S,Argentina,Dec 2020,881
900S,UK,Jan 2020,876
900S,UK,Feb 2020,880
900S,UK,Mar 2020,842
900S,UK,Apr 2020,854
900S,UK,May 2020,857
900S,UK,Jun 2020,862
900S,UK,Jul 2020,855
900S,UK,Aug 2020,878
900S,UK,Sep 2020,851
900S,UK,Oct 2020,851
900S,UK,Nov 2020,865
900S,UK,Dec 2020,873
900S,France,Jan 2020,842
900S,France,Feb 2020,867
900S,France,Mar 2020,857
900S,France,Apr 2020,873
900S,France,May 2020,875
900S,France,Jun 2020,849
900S,France,Jul 2020,883
900S,France,Aug 2020,856
900S,France,Sep 2020,883
900S,France,Oct 2020,840
900S,France,Nov 2020,837
900S,France,Dec 2020,851
900S,Germany,Jan 2020,874
900S,Germany,Feb 2020,863
900S,Germany,Mar 2020,869
900S,Germany,Apr 2020,865
900S,Germany,May 2020,870
900S,Germany,Jun 2020,861
900S,Germany,Jul 2020,836
900S,Germany,Aug 2020,873
900S,Germany,Sep 2020,847
900S,Germany,Oct 2020,850
900S,Germany,Nov 2020,855
900S,Germany,Dec 2020,856
900S,Spain,Jan 2020,850
900S,Spain,Feb 2020,865
900S,Spain,Mar 2020,861
900S,Spain,Apr 2020,866
900S,Spain,May 2020,851
900S,Spain,Jun 2020,869
900S,Spain,Jul 2020,846
900S,Spain,Aug 2020,856
900S,Spain,Sep 2020,858
900S,Spain,Oct 2020,842
900S,Spain,Nov 2020,875
900S,Spain,Dec 2020,846
900S,Italy,Jan 2020,876
900S,Italy,Feb 2020,875
900S,Italy,Mar 2020,847
900S,Italy,Apr 2020,870
900S,Italy,May 2020,872
900S,Italy,Jun 2020,864
900S,Italy,Jul 2020,854
900S,Italy,Aug 2020,862
900S,Italy,Sep 2020,881
900S,Italy,Oct 2020,847
900S,Italy,Nov 2020,858
900S,Italy,Dec 2020,869
900S,China,Jan 2020,841
900S,China,Feb 2020,841
900S,China,Mar 2020,852
900S,China,Apr 2020,878
900S,China,May 2020,866
900S,China,Jun 2020,845
900S,China,Jul 2020,853
900S,China,Aug 2020,853
900S,China,Sep 2020,837
900S,China,Oct 2020,877
900S,China,Nov 2020,839
900S,China,Dec 2020,854
900S,Japan,Jan 2020,868
900S,Japan,Feb 2020,853
900S,Japan,Mar 2020,853
900S,Japan,Apr 2020,853
900S,Japan,May 2020,846
900S,Japan,Jun 2020,841
900S,Japan,Jul 2020,878
900S,Japan,Aug 2020,849
900S,Japan,Sep 2020,876
900S,Japan,Oct 2020,877
900S,Japan,Nov 2020,844
900S,Japan,Dec 2020,860
900S,Americas#,Jan 2020,0
900S,Americas#,Feb 2020,0
900S,Americas#,Mar 2020,0
900S,Americas#,Apr 2020,0
900S,Americas#,May 2020,0
900S,Americas#,Jun 2020,0
900S,Americas#,Jul 2020,0
900S,Americas#,Aug 2020,0
900S,Americas#,Sep 2020,0
900S,Americas#,Oct 2020,0
900S,Americas#,Nov 2020,0
900S,Americas#,Dec 2020,0
900S,EMEA#,Jan 2020,0
900S,EMEA#,Feb 2020,0
900S,EMEA#,Mar 2020,0
900S,EMEA#,Apr 2020,0
900S,EMEA#,May 2020,0
900S,EMEA#,Jun 2020,0
900S,EMEA#,Jul 2020,0
900S,EMEA#,Aug 2020,0
900S,EMEA#,Sep 2020,0
900S,EMEA#,Oct 2020,0
900S,EMEA#,Nov 2020,0
900S,EMEA#,Dec 2020,0
900S,APAC#,Jan 2020,0
900S,APAC#,Feb 2020,0
900S,APAC#,Mar 2020,0
900S,APAC#,Apr 2020,0
900S,APAC#,May 2020,0
900S,APAC#,Jun 2020,0
900S,APAC#,Jul 2020,0
900S,APAC#,Aug 2020,0
900S,APAC#,Sep 2020,0
900S,APAC#,Oct 2020,0
900S,APAC#,Nov 2020,0
900S,APAC#,Dec 2020,0
900S,Total Market#,Jan 2020,0
900S,Total Market#,Feb 2020,0
900S,Total Market#,Mar 2020,0
900S,Total Market#,Apr 2020,0
900S,Total Market#,May 2020,0
900S,Total Market#,Jun 2020,0
900S,Total Market#,Jul 2020,0
900S,Total Market#,Aug 2020,0
900S,Total Market#,Sep 2020,0
900S,Total Market#,Oct 2020,0
900S,Total Market#,Nov 2020,0
900S,Total Market#,Dec 2020,0
929S,US,Jan 2020,790
929S,US,Feb 2020,755
929S,US,Mar 2020,758
929S,US,Apr 2020,775
929S,US,May 2020,771
929S,US,Jun 2020,758
929S,US,Jul 2020,765
929S,US,Aug 2020,799
929S,US,Sep 2020,783
929S,US,Oct 2020,761
929S,US,Nov 2020,791
929S,US,Dec 2020,752
929S,Canada,Jan 2020,770
929S,Canada,Feb 2020,794
929S,Canada,Mar 2020,795
929S,Canada,Apr 2020,766
929S,Canada,May 2020,750
929S,Canada,Jun 2020,784
929S,Canada,Jul 2020,788
929S,Canada,Aug 2020,769
929S,Canada,Sep 2020,764
929S,Canada,Oct 2020,785
929S,Canada,Nov 2020,769
929S,Canada,Dec 2020,772
929S,Brazil,Jan 2020,780
929S,Brazil,Feb 2020,762
929S,Brazil,Mar 2020,797
929S,Brazil,Apr 2020,770
929S,Brazil,May 2020,795
929S,Brazil,Jun 2020,798
929S,Brazil,Jul 2020,775
929S,Brazil,Aug 2020,765
929S,Brazil,Sep 2020,758
929S,Brazil,Oct 2020,786
929S,Brazil,Nov 2020,770
929S,Brazil,Dec 2020,778
929S,Argentina,Jan 2020,776
929S,Argentina,Feb 2020,766
929S,Argentina,Mar 2020,787
929S,Argentina,Apr 2020,772
929S,Argentina,May 2020,775
929S,Argentina,Jun 2020,775
929S,Argentina,Jul 2020,786
929S,Argentina,Aug 2020,754
929S,Argentina,Sep 2020,777
929S,Argentina,Oct 2020,772
929S,Argentina,Nov 2020,792
929S,Argentina,Dec 2020,794
929S,UK,Jan 2020,797
929S,UK,Feb 2020,774
929S,UK,Mar 2020,763
929S,UK,Apr 2020,791
929S,UK,May 2020,799
929S,UK,Jun 2020,792
929S,UK,Jul 2020,750
929S,UK,Aug 2020,787
929S,UK,Sep 2020,782
929S,UK,Oct 2020,785
929S,UK,Nov 2020,768
929S,UK,Dec 2020,769
929S,France,Jan 2020,764
929S,France,Feb 2020,797
929S,France,Mar 2020,794
929S,France,Apr 2020,758
929S,France,May 2020,776
929S,France,Jun 2020,782
929S,France,Jul 2020,786
929S,France,Aug 2020,776
929S,France,Sep 2020,768
929S,France,Oct 2020,798
929S,France,Nov 2020,795
929S,France,Dec 2020,755
929S,Germany,Jan 2020,757
929S,Germany,Feb 2020,769
929S,Germany,Mar 2020,780
929S,Germany,Apr 2020,768
929S,Germany,May 2020,755
929S,Germany,Jun 2020,766
929S,Germany,Jul 2020,783
929S,Germany,Aug 2020,755
929S,Germany,Sep 2020,772
929S,Germany,Oct 2020,763
929S,Germany,Nov 2020,780
929S,Germany,Dec 2020,769
929S,Spain,Jan 2020,781
929S,Spain,Feb 2020,769
929S,Spain,Mar 2020,760
929S,Spain,Apr 2020,756
929S,Spain,May 2020,796
929S,Spain,Jun 2020,797
929S,Spain,Jul 2020,775
929S,Spain,Aug 2020,764
929S,Spain,Sep 2020,769
929S,Spain,Oct 2020,797
929S,Spain,Nov 2020,771
929S,Spain,Dec 2020,753
929S,Italy,Jan 2020,753
929S,Italy,Feb 2020,771
929S,Italy,Mar 2020,757
929S,Italy,Apr 2020,761
929S,Italy,May 2020,775
929S,Italy,Jun 2020,765
929S,Italy,Jul 2020,790
929S,Italy,Aug 2020,789
929S,Italy,Sep 2020,758
929S,Italy,Oct 2020,790
929S,Italy,Nov 2020,766
929S,Italy,Dec 2020,781
929S,China,Jan 2020,754
929S,China,Feb 2020,767
929S,China,Mar 2020,777
929S,China,Apr 2020,762
929S,China,May 2020,792
929S,China,Jun 2020,755
929S,China,Jul 2020,781
929S,China,Aug 2020,761
929S,China,Sep 2020,786
929S,China,Oct 2020,789
929S,China,Nov 2020,779
929S,China,Dec 2020,789
929S,Japan,Jan 2020,759
929S,Japan,Feb 2020,792
929S,Japan,Mar 2020,765
929S,Japan,Apr 2020,770
929S,Japan,May 2020,754
929S,Japan,Jun 2020,789
929S,Japan,Jul 2020,755
929S,Japan,Aug 2020,784
929S,Japan,Sep 2020,753
929S,Japan,Oct 2020,775
929S,Japan,Nov 2020,799
929S,Japan,Dec 2020,762
929S,Americas#,Jan 2020,0
929S,Americas#,Feb 2020,0
929S,Americas#,Mar 2020,0
929S,Americas#,Apr 2020,0
929S,Americas#,May 2020,0
929S,Americas#,Jun 2020,0
929S,Americas#,Jul 2020,0
929S,Americas#,Aug 2020,0
929S,Americas#,Sep 2020,0
929S,Americas#,Oct 2020,0
929S,Americas#,Nov 2020,0
929S,Americas#,Dec 2020,0
929S,EMEA#,Jan 2020,0
929S,EMEA#,Feb 2020,0
929S,EMEA#,Mar 2020,0
929S,EMEA#,Apr 2020,0
929S,EMEA#,May 2020,0
929S,EMEA#,Jun 2020,0
929S,EMEA#,Jul 2020,0
929S,EMEA#,Aug 2020,0
929S,EMEA#,Sep 2020,0
929S,EMEA#,Oct 2020,0
929S,EMEA#,Nov 2020,0
929S,EMEA#,Dec 2020,0
929S,APAC#,Jan 2020,0
929S,APAC#,Feb 2020,0
929S,APAC#,Mar 2020,0
929S,APAC#,Apr 2020,0
929S,APAC#,May 2020,0
929S,APAC#,Jun 2020,0
929S,APAC#,Jul 2020,0
929S,APAC#,Aug 2020,0
929S,APAC#,Sep 2020,0
929S,APAC#,Oct 2020,0
929S,APAC#,Nov 2020,0
929S,APAC#,Dec 2020,0
929S,Total Market#,Jan 2020,0
929S,Total Market#,Feb 2020,0
929S,Total Market#,Mar 2020,0
929S,Total Market#,Apr 2020,0
929S,Total Market#,May 2020,0
929S,Total Market#,Jun 2020,0
929S,Total Market#,Jul 2020,0
929S,Total Market#,Aug 2020,0
929S,Total Market#,Sep 2020,0
929S,Total Market#,Oct 2020,0
929S,Total Market#,Nov 2020,0
929S,Total Market#,Dec 2020,0
996S,US,Jan 2020,762
996S,US,Feb 2020,725
996S,US,Mar 2020,728
996S,US,Apr 2020,720
996S,US,May 2020,734
996S,US,Jun 2020,760
996S,US,Jul 2020,758
996S,US,Aug 2020,749
996S,US,Sep 2020,742
996S,US,Oct 2020,755
996S,US,Nov 2020,739
996S,US,Dec 2020,728
996S,Canada,Jan 2020,741
996S,Canada,Feb 2020,723
996S,Canada,Mar 2020,757
996S,Canada,Apr 2020,762
996S,Canada,May 2020,727
996S,Canada,Jun 2020,732
996S,Canada,Jul 2020,759
996S,Canada,Aug 2020,742
996S,Canada,Sep 2020,742
996S,Canada,Oct 2020,762
996S,Canada,Nov 2020,745
996S,Canada,Dec 2020,742
996S,Brazil,Jan 2020,728
996S,Brazil,Feb 2020,753
996S,Brazil,Mar 2020,727
996S,Brazil,Apr 2020,724
996S,Brazil,May 2020,742
996S,Brazil,Jun 2020,733
996S,Brazil,Jul 2020,719
996S,Brazil,Aug 2020,734
996S,Brazil,Sep 2020,753
996S,Brazil,Oct 2020,751
996S,Brazil,Nov 2020,757
996S,Brazil,Dec 2020,747
996S,Argentina,Jan 2020,767
996S,Argentina,Feb 2020,755
996S,Argentina,Mar 2020,764
996S,Argentina,Apr 2020,763
996S,Argentina,May 2020,731
996S,Argentina,Jun 2020,740
996S,Argentina,Jul 2020,765
996S,Argentina,Aug 2020,731
996S,Argentina,Sep 2020,749
996S,Argentina,Oct 2020,753
996S,Argentina,Nov 2020,734
996S,Argentina,Dec 2020,740
996S,UK,Jan 2020,759
996S,UK,Feb 2020,765
996S,UK,Mar 2020,741
996S,UK,Apr 2020,761
996S,UK,May 2020,754
996S,UK,Jun 2020,750
996S,UK,Jul 2020,758
996S,UK,Aug 2020,728
996S,UK,Sep 2020,752
996S,UK,Oct 2020,730
996S,UK,Nov 2020,752
996S,UK,Dec 2020,746
996S,France,Jan 2020,719
996S,France,Feb 2020,733
996S,France,Mar 2020,755
996S,France,Apr 2020,753
996S,France,May 2020,762
996S,France,Jun 2020,746
996S,France,Jul 2020,719
996S,France,Aug 2020,759
996S,France,Sep 2020,750
996S,France,Oct 2020,766
996S,France,Nov 2020,766
996S,France,Dec 2020,738
996S,Germany,Jan 2020,766
996S,Germany,Feb 2020,720
996S,Germany,Mar 2020,753
996S,Germany,Apr 2020,757
996S,Germany,May 2020,748
996S,Germany,Jun 2020,727
996S,Germany,Jul 2020,762
996S,Germany,Aug 2020,744
996S,Germany,Sep 2020,731
996S,Germany,Oct 2020,758
996S,Germany,Nov 2020,761
996S,Germany,Dec 2020,751
996S,Spain,Jan 2020,750
996S,Spain,Feb 2020,732
996S,Spain,Mar 2020,762
996S,Spain,Apr 2020,731
996S,Spain,May 2020,747
996S,Spain,Jun 2020,728
996S,Spain,Jul 2020,755
996S,Spain,Aug 2020,738
996S,Spain,Sep 2020,756
996S,Spain,Oct 2020,742
996S,Spain,Nov 2020,754
996S,Spain,Dec 2020,726
996S,Italy,Jan 2020,752
996S,Italy,Feb 2020,729
996S,Italy,Mar 2020,719
996S,Italy,Apr 2020,758
996S,Italy,May 2020,750
996S,Italy,Jun 2020,742
996S,Italy,Jul 2020,755
996S,Italy,Aug 2020,742
996S,Italy,Sep 2020,730
996S,Italy,Oct 2020,761
996S,Italy,Nov 2020,732
996S,Italy,Dec 2020,761
996S,China,Jan 2020,751
996S,China,Feb 2020,761
996S,China,Mar 2020,736
996S,China,Apr 2020,725
996S,China,May 2020,733
996S,China,Jun 2020,740
996S,China,Jul 2020,759
996S,China,Aug 2020,754
996S,China,Sep 2020,736
996S,China,Oct 2020,748
996S,China,Nov 2020,718
996S,China,Dec 2020,738
996S,Japan,Jan 2020,730
996S,Japan,Feb 2020,751
996S,Japan,Mar 2020,718
996S,Japan,Apr 2020,741
996S,Japan,May 2020,726
996S,Japan,Jun 2020,745
996S,Japan,Jul 2020,765
996S,Japan,Aug 2020,735
996S,Japan,Sep 2020,747
996S,Japan,Oct 2020,754
996S,Japan,Nov 2020,749
996S,Japan,Dec 2020,764
996S,Americas#,Jan 2020,0
996S,Americas#,Feb 2020,0
996S,Americas#,Mar 2020,0
996S,Americas#,Apr 2020,0
996S,Americas#,May 2020,0
996S,Americas#,Jun 2020,0
996S,Americas#,Jul 2020,0
996S,Americas#,Aug 2020,0
996S,Americas#,Sep 2020,0
996S,Americas#,Oct 2020,0
996S,Americas#,Nov 2020,0
996S,Americas#,Dec 2020,0
996S,EMEA#,Jan 2020,0
996S,EMEA#,Feb 2020,0
996S,EMEA#,Mar 2020,0
996S,EMEA#,Apr 2020,0
996S,EMEA#,May 2020,0
996S,EMEA#,Jun 2020,0
996S,EMEA#,Jul 2020,0
996S,EMEA#,Aug 2020,0
996S,EMEA#,Sep 2020,0
996S,EMEA#,Oct 2020,0
996S,EMEA#,Nov 2020,0
996S,EMEA#,Dec 2020,0
996S,APAC#,Jan 2020,0
996S,APAC#,Feb 2020,0
996S,APAC#,Mar 2020,0
996S,APAC#,Apr 2020,0
996S,APAC#,May 2020,0
996S,APAC#,Jun 2020,0
996S,APAC#,Jul 2020,0
996S,APAC#,Aug 2020,0
996S,APAC#,Sep 2020,0
996S,APAC#,Oct 2020,0
996S,APAC#,Nov 2020,0
996S,APAC#,Dec 2020,0
996S,Total Market#,Jan 2020,0
996S,Total Market#,Feb 2020,0
996S,Total Market#,Mar 2020,0
996S,Total Market#,Apr 2020,0
996S,Total Market#,May 2020,0
996S,Total Market#,Jun 2020,0
996S,Total Market#,Jul 2020,0
996S,Total Market#,Aug 2020,0
996S,Total Market#,Sep 2020,0
996S,Total Market#,Oct 2020,0
996S,Total Market#,Nov 2020,0
996S,Total Market#,Dec 2020,0
996RS,US,Jan 2020,1105
996RS,US,Feb 2020,1124
996RS,US,Mar 2020,1100
996RS,US,Apr 2020,1087
996RS,US,May 2020,1128
996RS,US,Jun 2020,1133
996RS,US,Jul 2020,1091
996RS,US,Aug 2020,1117
996RS,US,Sep 2020,1089
996RS,US,Oct 2020,1097
996RS,US,Nov 2020,1112
996RS,US,Dec 2020,1112
996RS,Canada,Jan 2020,1130
996RS,Canada,Feb 2020,1129
996RS,Canada,Mar 2020,1131
996RS,Canada,Apr 2020,1112
996RS,Canada,May 2020,1132
996RS,Canada,Jun 2020,1127
996RS,Canada,Jul 2020,1122
996RS,Canada,Aug 2020,1089
996RS,Canada,Sep 2020,1089
996RS,Canada,Oct 2020,1124
996RS,Canada,Nov 2020,1113
996RS,Canada,Dec 2020,1133
996RS,Brazil,Jan 2020,1135
996RS,Brazil,Feb 2020,1111
996RS,Brazil,Mar 2020,1104
996RS,Brazil,Apr 2020,1133
996RS,Brazil,May 2020,1113
996RS,Brazil,Jun 2020,1126
996RS,Brazil,Jul 2020,1124
996RS,Brazil,Aug 2020,1094
996RS,Brazil,Sep 2020,1090
996RS,Brazil,Oct 2020,1088
996RS,Brazil,Nov 2020,1114
996RS,Brazil,Dec 2020,1129
996RS,Argentina,Jan 2020,1117
996RS,Argentina,Feb 2020,1109
996RS,Argentina,Mar 2020,1087
996RS,Argentina,Apr 2020,1089
996RS,Argentina,May 2020,1115
996RS,Argentina,Jun 2020,1132
996RS,Argentina,Jul 2020,1119
996RS,Argentina,Aug 2020,1092
996RS,Argentina,Sep 2020,1117
996RS,Argentina,Oct 2020,1093
996RS,Argentina,Nov 2020,1129
996RS,Argentina,Dec 2020,1134
996RS,UK,Jan 2020,1105
996RS,UK,Feb 2020,1093
996RS,UK,Mar 2020,1102
996RS,UK,Apr 2020,1114
996RS,UK,May 2020,1111
996RS,UK,Jun 2020,1135
996RS,UK,Jul 2020,1099
996RS,UK,Aug 2020,1090
996RS,UK,Sep 2020,1089
996RS,UK,Oct 2020,1132
996RS,UK,Nov 2020,1132
996RS,UK,Dec 2020,1120
996RS,France,Jan 2020,1110
996RS,France,Feb 2020,1117
996RS,France,Mar 2020,1118
996RS,France,Apr 2020,1105
996RS,France,May 2020,1119
996RS,France,Jun 2020,1117
996RS,France,Jul 2020,1111
996RS,France,Aug 2020,1120
996RS,France,Sep 2020,1096
996RS,France,Oct 2020,1128
996RS,France,Nov 2020,1114
996RS,France,Dec 2020,1091
996RS,Germany,Jan 2020,1127
996RS,Germany,Feb 2020,1118
996RS,Germany,Mar 2020,1096
996RS,Germany,Apr 2020,1092
996RS,Germany,May 2020,1099
996RS,Germany,Jun 2020,1119
996RS,Germany,Jul 2020,1100
996RS,Germany,Aug 2020,1118
996RS,Germany,Sep 2020,1124
996RS,Germany,Oct 2020,1090
996RS,Germany,Nov 2020,1124
996RS,Germany,Dec 2020,1129
996RS,Spain,Jan 2020,1132
996RS,Spain,Feb 2020,1089
996RS,Spain,Mar 2020,1104
996RS,Spain,Apr 2020,1136
996RS,Spain,May 2020,1118
996RS,Spain,Jun 2020,1088
996RS,Spain,Jul 2020,1098
996RS,Spain,Aug 2020,1105
996RS,Spain,Sep 2020,1102
996RS,Spain,Oct 2020,1100
996RS,Spain,Nov 2020,1125
996RS,Spain,Dec 2020,1090
996RS,Italy,Jan 2020,1092
996RS,Italy,Feb 2020,1097
996RS,Italy,Mar 2020,1116
996RS,Italy,Apr 2020,1110
996RS,Italy,May 2020,1113
996RS,Italy,Jun 2020,1135
996RS,Italy,Jul 2020,1093
996RS,Italy,Aug 2020,1104
996RS,Italy,Sep 2020,1130
996RS,Italy,Oct 2020,1095
996RS,Italy,Nov 2020,1135
