Products,Markets,Period,value
676S,APAC#,May 2020,0
676S,APAC#,Jun 2020,0
676S,APAC#,Jul 2020,0
676S,APAC#,Aug 2020,0
676S,APAC#,Sep 2020,0
676S,APAC#,Oct 2020,0
676S,APAC#,Nov 2020,0
676S,APAC#,Dec 2020,0
676S,Total Market#,Jan 2020,0
676S,Total Market#,Feb 2020,0
676S,Total Market#,Mar 2020,0
676S,Total Market#,Apr 2020,0
676S,Total Market#,May 2020,0
676S,Total Market#,Jun 2020,0
676S,Total Market#,Jul 2020,0
676S,Total Market#,Aug 2020,0
676S,Total Market#,Sep 2020,0
676S,Total Market#,Oct 2020,0
676S,Total Market#,Nov 2020,0
676S,Total Market#,Dec 2020,0
676RS,US,Jan 2020,40
676RS,US,Feb 2020,11
676RS,US,Mar 2020,2
676RS,US,Apr 2020,0
676RS,US,May 2020,0
676RS,US,Jun 2020,0
676RS,US,Jul 2020,0
676RS,US,Aug 2020,0
676RS,US,Sep 2020,0
676RS,US,Oct 2020,0
676RS,US,Nov 2020,0
676RS,US,Dec 2020,0
676RS,Canada,Jan 2020,6
676RS,Canada,Feb 2020,2
676RS,Canada,Mar 2020,0
676RS,Canada,Apr 2020,0
676RS,Canada,May 2020,0
676RS,Canada,Jun 2020,0
676RS,Canada,Jul 2020,0
676RS,Canada,Aug 2020,0
676RS,Canada,Sep 2020,0
676RS,Canada,Oct 2020,0
676RS,Canada,Nov 2020,0
676RS,Canada,Dec 2020,0
676RS,Brazil,Jan 2020,23
676RS,Brazil,Feb 2020,6
676RS,Brazil,Mar 2020,1
676RS,Brazil,Apr 2020,0
676RS,Brazil,May 2020,0
676RS,Brazil,Jun 2020,0
676RS,Brazil,Jul 2020,0
676RS,Brazil,Aug 2020,0
676RS,Brazil,Sep 2020,0
676RS,Brazil,Oct 2020,0
676RS,Brazil,Nov 2020,0
676RS,Brazil,Dec 2020,0
676RS,Argentina,Jan 2020,34
676RS,Argentina,Feb 2020,9
676RS,Argentina,Mar 2020,2
676RS,Argentina,Apr 2020,0
676RS,Argentina,May 2020,0
676RS,Argentina,Jun 2020,0
676RS,Argentina,Jul 2020,0
676RS,Argentina,Aug 2020,0
676RS,Argentina,Sep 2020,0
676RS,Argentina,Oct 2020,0
676RS,Argentina,Nov 2020,0
676RS,Argentina,Dec 2020,0
676RS,UK,Jan 2020,10
676RS,UK,Feb 2020,3
676RS,UK,Mar 2020,1
676RS,UK,Apr 2020,0
676RS,UK,May 2020,0
676RS,UK,Jun 2020,0
676RS,UK,Jul 2020,0
676RS,UK,Aug 2020,0
676RS,UK,Sep 2020,0
676RS,UK,Oct 2020,0
676RS,UK,Nov 2020,0
676RS,UK,Dec 2020,0
676RS,France,Jan 2020,14
676RS,France,Feb 2020,4
676RS,France,Mar 2020,1
676RS,France,Apr 2020,0
676RS,France,May 2020,0
676RS,France,Jun 2020,0
676RS,France,Jul 2020,0
676RS,France,Aug 2020,0
676RS,France,Sep 2020,0
676RS,France,Oct 2020,0
676RS,France,Nov 2020,0
676RS,France,Dec 2020,0
676RS,Germany,Jan 2020,23
676RS,Germany,Feb 2020,5
676RS,Germany,Mar 2020,1
676RS,Germany,Apr 2020,0
676RS,Germany,May 2020,0
676RS,Germany,Jun 2020,0
676RS,Germany,Jul 2020,0
676RS,Germany,Aug 2020,0
676RS,Germany,Sep 2020,0
676RS,Germany,Oct 2020,0
676RS,Germany,Nov 2020,0
676RS,Germany,Dec 2020,0
676RS,Spain,Jan 2020,26
676RS,Spain,Feb 2020,6
676RS,Spain,Mar 2020,1
676RS,Spain,Apr 2020,0
676RS,Spain,May 2020,0
676RS,Spain,Jun 2020,0
676RS,Spain,Jul 2020,0
676RS,Spain,Aug 2020,0
676RS,Spain,Sep 2020,0
676RS,Spain,Oct 2020,0
676RS,Spain,Nov 2020,0
676RS,Spain,Dec 2020,0
676RS,Italy,Jan 2020,14
676RS,Italy,Feb 2020,4
676RS,Italy,Mar 2020,1
676RS,Italy,Apr 2020,0
676RS,Italy,May 2020,0
676RS,Italy,Jun 2020,0
676RS,Italy,Jul 2020,0
676RS,Italy,Aug 2020,0
676RS,Italy,Sep 2020,0
676RS,Italy,Oct 2020,0
676RS,Italy,Nov 2020,0
676RS,Italy,Dec 2020,0
676RS,China,Jan 2020,14
676RS,China,Feb 2020,4
676RS,China,Mar 2020,1
676RS,China,Apr 2020,0
676RS,China,May 2020,0
676RS,China,Jun 2020,0
676RS,China,Jul 2020,0
676RS,China,Aug 2020,0
676RS,China,Sep 2020,0
676RS,China,Oct 2020,0
676RS,China,Nov 2020,0
676RS,China,Dec 2020,0
676RS,Japan,Jan 2020,29
676RS,Japan,Feb 2020,7
676RS,Japan,Mar 2020,1
676RS,Japan,Apr 2020,0
676RS,Japan,May 2020,0
676RS,Japan,Jun 2020,0
676RS,Japan,Jul 2020,0
676RS,Japan,Aug 2020,0
676RS,Japan,Sep 2020,0
676RS,Japan,Oct 2020,0
676RS,Japan,Nov 2020,0
676RS,Japan,Dec 2020,0
676RS,Americas#,Jan 2020,0
676RS,Americas#,Feb 2020,0
676RS,Americas#,Mar 2020,0
676RS,Americas#,Apr 2020,0
676RS,Americas#,May 2020,0
676RS,Americas#,Jun 2020,0
676RS,Americas#,Jul 2020,0
676RS,Americas#,Aug 2020,0
676RS,Americas#,Sep 2020,0
676RS,Americas#,Oct 2020,0
676RS,Americas#,Nov 2020,0
676RS,Americas#,Dec 2020,0
676RS,EMEA#,Jan 2020,0
676RS,EMEA#,Feb 2020,0
676RS,EMEA#,Mar 2020,0
676RS,EMEA#,Apr 2020,0
676RS,EMEA#,May 2020,0
676RS,EMEA#,Jun 2020,0
676RS,EMEA#,Jul 2020,0
676RS,EMEA#,Aug 2020,0
676RS,EMEA#,Sep 2020,0
676RS,EMEA#,Oct 2020,0
676RS,EMEA#,Nov 2020,0
676RS,EMEA#,Dec 2020,0
676RS,APAC#,Jan 2020,0
676RS,APAC#,Feb 2020,0
676RS,APAC#,Mar 2020,0
676RS,APAC#,Apr 2020,0
676RS,APAC#,May 2020,0
676RS,APAC#,Jun 2020,0
676RS,APAC#,Jul 2020,0
676RS,APAC#,Aug 2020,0
676RS,APAC#,Sep 2020,0
676RS,APAC#,Oct 2020,0
676RS,APAC#,Nov 2020,0
676RS,APAC#,Dec 2020,0
676RS,Total Market#,Jan 2020,0
676RS,Total Market#,Feb 2020,0
676RS,Total Market#,Mar 2020,0
676RS,Total Market#,Apr 2020,0
676RS,Total Market#,May 2020,0
676RS,Total Market#,Jun 2020,0
676RS,Total Market#,Jul 2020,0
676RS,Total Market#,Aug 2020,0
676RS,Total Market#,Sep 2020,0
676RS,Total Market#,Oct 2020,0
676RS,Total Market#,Nov 2020,0
676RS,Total Market#,Dec 2020,0
900S,US,Jan 2020,4
900S,US,Feb 2020,1
900S,US,Mar 2020,0
900S,US,Apr 2020,0
900S,US,May 2020,0
900S,US,Jun 2020,0
900S,US,Jul 2020,0
900S,US,Aug 2020,0
900S,US,Sep 2020,0
900S,US,Oct 2020,0
900S,US,Nov 2020,0
900S,US,Dec 2020,0
900S,Canada,Jan 2020,42
900S,Canada,Feb 2020,10
900S,Canada,Mar 2020,2
900S,Canada,Apr 2020,0
900S,Canada,May 2020,0
900S,Canada,Jun 2020,0
900S,Canada,Jul 2020,0
900S,Canada,Aug 2020,0
900S,Canada,Sep 2020,0
900S,Canada,Oct 2020,0
900S,Canada,Nov 2020,0
900S,Canada,Dec 2020,0
900S,Brazil,Jan 2020,15
900S,Brazil,Feb 2020,4
900S,Brazil,Mar 2020,1
900S,Brazil,Apr 2020,0
900S,Brazil,May 2020,0
900S,Brazil,Jun 2020,0
900S,Brazil,Jul 2020,0
900S,Brazil,Aug 2020,0
900S,Brazil,Sep 2020,0
900S,Brazil,Oct 2020,0
900S,Brazil,Nov 2020,0
900S,Brazil,Dec 2020,0
900S,Argentina,Jan 2020,14
900S,Argentina,Feb 2020,3
900S,Argentina,Mar 2020,1
900S,Argentina,Apr 2020,0
900S,Argentina,May 2020,0
900S,Argentina,Jun 2020,0
900S,Argentina,Jul 2020,0
900S,Argentina,Aug 2020,0
900S,Argentina,Sep 2020,0
900S,Argentina,Oct 2020,0
900S,Argentina,Nov 2020,0
900S,Argentina,Dec 2020,0
900S,UK,Jan 2020,46
900S,UK,Feb 2020,11
900S,UK,Mar 2020,2
900S,UK,Apr 2020,0
900S,UK,May 2020,0
900S,UK,Jun 2020,0
900S,UK,Jul 2020,0
900S,UK,Aug 2020,0
900S,UK,Sep 2020,0
900S,UK,Oct 2020,0
900S,UK,Nov 2020,0
900S,UK,Dec 2020,0
900S,France,Jan 2020,16
900S,France,Feb 2020,4
900S,France,Mar 2020,1
900S,France,Apr 2020,0
900S,France,May 2020,0
900S,France,Jun 2020,0
900S,France,Jul 2020,0
900S,France,Aug 2020,0
900S,France,Sep 2020,0
900S,France,Oct 2020,0
900S,France,Nov 2020,0
900S,France,Dec 2020,0
900S,Germany,Jan 2020,17
900S,Germany,Feb 2020,4
900S,Germany,Mar 2020,1
900S,Germany,Apr 2020,0
900S,Germany,May 2020,0
900S,Germany,Jun 2020,0
900S,Germany,Jul 2020,0
900S,Germany,Aug 2020,0
900S,Germany,Sep 2020,0
900S,Germany,Oct 2020,0
900S,Germany,Nov 2020,0
900S,Germany,Dec 2020,0
900S,Spain,Jan 2020,24
900S,Spain,Feb 2020,6
900S,Spain,Mar 2020,1
900S,Spain,Apr 2020,0
900S,Spain,May 2020,0
900S,Spain,Jun 2020,0
900S,Spain,Jul 2020,0
900S,Spain,Aug 2020,0
900S,Spain,Sep 2020,0
900S,Spain,Oct 2020,0
900S,Spain,Nov 2020,0
900S,Spain,Dec 2020,0
900S,Italy,Jan 2020,9
900S,Italy,Feb 2020,2
900S,Italy,Mar 2020,0
900S,Italy,Apr 2020,0
900S,Italy,May 2020,0
900S,Italy,Jun 2020,0
900S,Italy,Jul 2020,0
900S,Italy,Aug 2020,0
900S,Italy,Sep 2020,0
900S,Italy,Oct 2020,0
900S,Italy,Nov 2020,0
900S,Italy,Dec 2020,0
900S,China,Jan 2020,5
900S,China,Feb 2020,1
900S,China,Mar 2020,0
900S,China,Apr 2020,0
900S,China,May 2020,0
900S,China,Jun 2020,0
900S,China,Jul 2020,0
900S,China,Aug 2020,0
900S,China,Sep 2020,0
900S,China,Oct 2020,0
900S,China,Nov 2020,0
900S,China,Dec 2020,0
900S,Japan,Jan 2020,16
900S,Japan,Feb 2020,4
900S,Japan,Mar 2020,1
900S,Japan,Apr 2020,0
900S,Japan,May 2020,0
900S,Japan,Jun 2020,0
900S,Japan,Jul 2020,0
900S,Japan,Aug 2020,0
900S,Japan,Sep 2020,0
900S,Japan,Oct 2020,0
900S,Japan,Nov 2020,0
900S,Japan,Dec 2020,0
900S,Americas#,Jan 2020,0
900S,Americas#,Feb 2020,0
900S,Americas#,Mar 2020,0
900S,Americas#,Apr 2020,0
900S,Americas#,May 2020,0
900S,Americas#,Jun 2020,0
900S,Americas#,Jul 2020,0
900S,Americas#,Aug 2020,0
900S,Americas#,Sep 2020,0
900S,Americas#,Oct 2020,0
900S,Americas#,Nov 2020,0
900S,Americas#,Dec 2020,0
900S,EMEA#,Jan 2020,0
900S,EMEA#,Feb 2020,0
900S,EMEA#,Mar 2020,0
900S,EMEA#,Apr 2020,0
900S,EMEA#,May 2020,0
900S,EMEA#,Jun 2020,0
900S,EMEA#,Jul 2020,0
900S,EMEA#,Aug 2020,0
900S,EMEA#,Sep 2020,0
900S,EMEA#,Oct 2020,0
900S,EMEA#,Nov 2020,0
900S,EMEA#,Dec 2020,0
900S,APAC#,Jan 2020,0
900S,APAC#,Feb 2020,0
900S,APAC#,Mar 2020,0
900S,APAC#,Apr 2020,0
900S,APAC#,May 2020,0
900S,APAC#,Jun 2020,0
900S,APAC#,Jul 2020,0
900S,APAC#,Aug 2020,0
900S,APAC#,Sep 2020,0
900S,APAC#,Oct 2020,0
900S,APAC#,Nov 2020,0
900S,APAC#,Dec 2020,0
900S,Total Market#,Jan 2020,0
900S,Total Market#,Feb 2020,0
900S,Total Market#,Mar 2020,0
900S,Total Market#,Apr 2020,0
900S,Total Market#,May 2020,0
900S,Total Market#,Jun 2020,0
900S,Total Market#,Jul 2020,0
900S,Total Market#,Aug 2020,0
900S,Total Market#,Sep 2020,0
900S,Total Market#,Oct 2020,0
900S,Total Market#,Nov 2020,0
900S,Total Market#,Dec 2020,0
929S,US,Jan 2020,43
929S,US,Feb 2020,11
929S,US,Mar 2020,2
929S,US,Apr 2020,0
929S,US,May 2020,0
929S,US,Jun 2020,0
929S,US,Jul 2020,0
929S,US,Aug 2020,0
929S,US,Sep 2020,0
929S,US,Oct 2020,0
929S,US,Nov 2020,0
929S,US,Dec 2020,0
929S,Canada,Jan 2020,17
929S,Canada,Feb 2020,4
929S,Canada,Mar 2020,1
929S,Canada,Apr 2020,0
929S,Canada,May 2020,0
929S,Canada,Jun 2020,0
929S,Canada,Jul 2020,0
929S,Canada,Aug 2020,0
929S,Canada,Sep 2020,0
929S,Canada,Oct 2020,0
929S,Canada,Nov 2020,0
929S,Canada,Dec 2020,0
929S,Brazil,Jan 2020,6
929S,Brazil,Feb 2020,1
929S,Brazil,Mar 2020,0
929S,Brazil,Apr 2020,0
929S,Brazil,May 2020,0
929S,Brazil,Jun 2020,0
929S,Brazil,Jul 2020,0
929S,Brazil,Aug 2020,0
929S,Brazil,Sep 2020,0
929S,Brazil,Oct 2020,0
929S,Brazil,Nov 2020,0
929S,Brazil,Dec 2020,0
929S,Argentina,Jan 2020,4
929S,Argentina,Feb 2020,1
929S,Argentina,Mar 2020,0
929S,Argentina,Apr 2020,0
929S,Argentina,May 2020,0
929S,Argentina,Jun 2020,0
929S,Argentina,Jul 2020,0
929S,Argentina,Aug 2020,0
929S,Argentina,Sep 2020,0
929S,Argentina,Oct 2020,0
929S,Argentina,Nov 2020,0
929S,Argentina,Dec 2020,0
929S,UK,Jan 2020,21
929S,UK,Feb 2020,5
929S,UK,Mar 2020,1
929S,UK,Apr 2020,0
929S,UK,May 2020,0
929S,UK,Jun 2020,0
929S,UK,Jul 2020,0
929S,UK,Aug 2020,0
929S,UK,Sep 2020,0
929S,UK,Oct 2020,0
929S,UK,Nov 2020,0
929S,UK,Dec 2020,0
929S,France,Jan 2020,46
929S,France,Feb 2020,11
929S,France,Mar 2020,2
929S,France,Apr 2020,0
929S,France,May 2020,0
929S,France,Jun 2020,0
929S,France,Jul 2020,0
929S,France,Aug 2020,0
929S,France,Sep 2020,0
929S,France,Oct 2020,0
929S,France,Nov 2020,0
929S,France,Dec 2020,0
929S,Germany,Jan 2020,6
929S,Germany,Feb 2020,2
929S,Germany,Mar 2020,0
929S,Germany,Apr 2020,0
929S,Germany,May 2020,0
929S,Germany,Jun 2020,0
929S,Germany,Jul 2020,0
929S,Germany,Aug 2020,0
929S,Germany,Sep 2020,0
929S,Germany,Oct 2020,0
929S,Germany,Nov 2020,0
929S,Germany,Dec 2020,0
929S,Spain,Jan 2020,38
929S,Spain,Feb 2020,10
929S,Spain,Mar 2020,2
929S,Spain,Apr 2020,0
929S,Spain,May 2020,0
929S,Spain,Jun 2020,0
929S,Spain,Jul 2020,0
929S,Spain,Aug 2020,0
929S,Spain,Sep 2020,0
929S,Spain,Oct 2020,0
929S,Spain,Nov 2020,0
929S,Spain,Dec 2020,0
929S,Italy,Jan 2020,16
929S,Italy,Feb 2020,5
929S,Italy,Mar 2020,1
929S,Italy,Apr 2020,0
929S,Italy,May 2020,0
929S,Italy,Jun 2020,0
929S,Italy,Jul 2020,0
929S,Italy,Aug 2020,0
929S,Italy,Sep 2020,0
929S,Italy,Oct 2020,0
929S,Italy,Nov 2020,0
929S,Italy,Dec 2020,0
929S,China,Jan 2020,27
929S,China,Feb 2020,7
929S,China,Mar 2020,1
929S,China,Apr 2020,0
929S,China,May 2020,0
929S,China,Jun 2020,0
929S,China,Jul 2020,0
929S,China,Aug 2020,0
929S,China,Sep 2020,0
929S,China,Oct 2020,0
929S,China,Nov 2020,0
929S,China,Dec 2020,0
929S,Japan,Jan 2020,9
929S,Japan,Feb 2020,2
929S,Japan,Mar 2020,0
929S,Japan,Apr 2020,0
929S,Japan,May 2020,0
929S,Japan,Jun 2020,0
929S,Japan,Jul 2020,0
929S,Japan,Aug 2020,0
929S,Japan,Sep 2020,0
929S,Japan,Oct 2020,0
929S,Japan,Nov 2020,0
929S,Japan,Dec 2020,0
929S,Americas#,Jan 2020,0
929S,Americas#,Feb 2020,0
929S,Americas#,Mar 2020,0
929S,Americas#,Apr 2020,0
929S,Americas#,May 2020,0
929S,Americas#,Jun 2020,0
929S,Americas#,Jul 2020,0
929S,Americas#,Aug 2020,0
929S,Americas#,Sep 2020,0
929S,Americas#,Oct 2020,0
929S,Americas#,Nov 2020,0
929S,Americas#,Dec 2020,0
929S,EMEA#,Jan 2020,0
929S,EMEA#,Feb 2020,0
929S,EMEA#,Mar 2020,0
929S,EMEA#,Apr 2020,0
929S,EMEA#,May 2020,0
929S,EMEA#,Jun 2020,0
929S,EMEA#,Jul 2020,0
929S,EMEA#,Aug 2020,0
929S,EMEA#,Sep 2020,0
929S,EMEA#,Oct 2020,0
929S,EMEA#,Nov 2020,0
929S,EMEA#,Dec 2020,0
929S,APAC#,Jan 2020,0
929S,APAC#,Feb 2020,0
929S,APAC#,Mar 2020,0
929S,APAC#,Apr 2020,0
929S,APAC#,May 2020,0
929S,APAC#,Jun 2020,0
929S,APAC#,Jul 2020,0
929S,APAC#,Aug 2020,0
929S,APAC#,Sep 2020,0
929S,APAC#,Oct 2020,0
929S,APAC#,Nov 2020,0
929S,APAC#,Dec 2020,0
929S,Total Market#,Jan 2020,0
929S,Total Market#,Feb 2020,0
929S,Total Market#,Mar 2020,0
929S,Total Market#,Apr 2020,0
929S,Total Market#,May 2020,0
929S,Total Market#,Jun 2020,0
929S,Total Market#,Jul 2020,0
929S,Total Market#,Aug 2020,0
929S,Total Market#,Sep 2020,0
929S,Total Market#,Oct 2020,0
929S,Total Market#,Nov 2020,0
929S,Total Market#,Dec 2020,0
996S,US,Jan 2020,28
996S,US,Feb 2020,7
996S,US,Mar 2020,1
996S,US,Apr 2020,0
996S,US,May 2020,0
996S,US,Jun 2020,0
996S,US,Jul 2020,0
996S,US,Aug 2020,0
996S,US,Sep 2020,0
996S,US,Oct 2020,0
996S,US,Nov 2020,0
996S,US,Dec 2020,0
996S,Canada,Jan 2020,35
996S,Canada,Feb 2020,9
996S,Canada,Mar 2020,2
996S,Canada,Apr 2020,0
996S,Canada,May 2020,0
996S,Canada,Jun 2020,0
996S,Canada,Jul 2020,0
996S,Canada,Aug 2020,0
996S,Canada,Sep 2020,0
996S,Canada,Oct 2020,0
996S,Canada,Nov 2020,0
996S,Canada,Dec 2020,0
996S,Brazil,Jan 2020,4
996S,Brazil,Feb 2020,1
996S,Brazil,Mar 2020,0
996S,Brazil,Apr 2020,0
996S,Brazil,May 2020,0
996S,Brazil,Jun 2020,0
996S,Brazil,Jul 2020,0
996S,Brazil,Aug 2020,0
996S,Brazil,Sep 2020,0
996S,Brazil,Oct 2020,0
996S,Brazil,Nov 2020,0
996S,Brazil,Dec 2020,0
996S,Argentina,Jan 2020,38
996S,Argentina,Feb 2020,10
996S,Argentina,Mar 2020,2
996S,Argentina,Apr 2020,0
996S,Argentina,May 2020,0
996S,Argentina,Jun 2020,0
996S,Argentina,Jul 2020,0
996S,Argentina,Aug 2020,0
996S,Argentina,Sep 2020,0
996S,Argentina,Oct 2020,0
996S,Argentina,Nov 2020,0
996S,Argentina,Dec 2020,0
996S,UK,Jan 2020,19
996S,UK,Feb 2020,5
996S,UK,Mar 2020,1
996S,UK,Apr 2020,0
996S,UK,May 2020,0
996S,UK,Jun 2020,0
996S,UK,Jul 2020,0
996S,UK,Aug 2020,0
996S,UK,Sep 2020,0
996S,UK,Oct 2020,0
996S,UK,Nov 2020,0
996S,UK,Dec 2020,0
996S,France,Jan 2020,21
996S,France,Feb 2020,5
996S,France,Mar 2020,1
996S,France,Apr 2020,0
996S,France,May 2020,0
996S,France,Jun 2020,0
996S,France,Jul 2020,0
996S,France,Aug 2020,0
996S,France,Sep 2020,0
996S,France,Oct 2020,0
996S,France,Nov 2020,0
996S,France,Dec 2020,0
996S,Germany,Jan 2020,19
996S,Germany,Feb 2020,4
996S,Germany,Mar 2020,1
996S,Germany,Apr 2020,0
996S,Germany,May 2020,0
996S,Germany,Jun 2020,0
996S,Germany,Jul 2020,0
996S,Germany,Aug 2020,0
996S,Germany,Sep 2020,0
996S,Germany,Oct 2020,0
996S,Germany,Nov 2020,0
996S,Germany,Dec 2020,0
996S,Spain,Jan 2020,34
996S,Spain,Feb 2020,9
996S,Spain,Mar 2020,2
996S,Spain,Apr 2020,0
996S,Spain,May 2020,0
996S,Spain,Jun 2020,0
996S,Spain,Jul 2020,0
996S,Spain,Aug 2020,0
996S,Spain,Sep 2020,0
996S,Spain,Oct 2020,0
996S,Spain,Nov 2020,0
996S,Spain,Dec 2020,0
996S,Italy,Jan 2020,10
996S,Italy,Feb 2020,3
996S,Italy,Mar 2020,1
996S,Italy,Apr 2020,0
996S,Italy,May 2020,0
996S,Italy,Jun 2020,0
996S,Italy,Jul 2020,0
996S,Italy,Aug 2020,0
996S,Italy,Sep 2020,0
996S,Italy,Oct 2020,0
996S,Italy,Nov 2020,0
996S,Italy,Dec 2020,0
996S,China,Jan 2020,39
996S,China,Feb 2020,10
996S,China,Mar 2020,2
996S,China,Apr 2020,0
996S,China,May 2020,0
996S,China,Jun 2020,0
996S,China,Jul 2020,0
996S,China,Aug 2020,0
996S,China,Sep 2020,0
996S,China,Oct 2020,0
996S,China,Nov 2020,0
996S,China,Dec 2020,0
996S,Japan,Jan 2020,20
996S,Japan,Feb 2020,5
996S,Japan,Mar 2020,1
996S,Japan,Apr 2020,0
996S,Japan,May 2020,0
996S,Japan,Jun 2020,0
996S,Japan,Jul 2020,0
996S,Japan,Aug 2020,0
996S,Japan,Sep 2020,0
996S,Japan,Oct 2020,0
996S,Japan,Nov 2020,0
996S,Japan,Dec 2020,0
996S,Americas#,Jan 2020,0
996S,Americas#,Feb 2020,0
996S,Americas#,Mar 2020,0
996S,Americas#,Apr 2020,0
996S,Americas#,May 2020,0
996S,Americas#,Jun 2020,0
996S,Americas#,Jul 2020,0
996S,Americas#,Aug 2020,0
996S,Americas#,Sep 2020,0
996S,Americas#,Oct 2020,0
996S,Americas#,Nov 2020,0
996S,Americas#,Dec 2020,0
996S,EMEA#,Jan 2020,0
996S,EMEA#,Feb 2020,0
996S,EMEA#,Mar 2020,0
996S,EMEA#,Apr 2020,0
996S,EMEA#,May 2020,0
996S,EMEA#,Jun 2020,0
996S,EMEA#,Jul 2020,0
996S,EMEA#,Aug 2020,0
996S,EMEA#,Sep 2020,0
996S,EMEA#,Oct 2020,0
996S,EMEA#,Nov 2020,0
996S,EMEA#,Dec 2020,0
996S,APAC#,Jan 2020,0
996S,APAC#,Feb 2020,0
996S,APAC#,Mar 2020,0
996S,APAC#,Apr 2020,0
996S,APAC#,May 2020,0
996S,APAC#,Jun 2020,0
996S,APAC#,Jul 2020,0
996S,APAC#,Aug 2020,0
996S,APAC#,Sep 2020,0
996S,APAC#,Oct 2020,0
996S,APAC#,Nov 2020,0
996S,APAC#,Dec 2020,0
996S,Total Market#,Jan 2020,0
996S,Total Market#,Feb 2020,0
996S,Total Market#,Mar 2020,0
996S,Total Market#,Apr 2020,0
996S,Total Market#,May 2020,0
996S,Total Market#,Jun 2020,0
996S,Total Market#,Jul 2020,0
996S,Total Market#,Aug 2020,0
996S,Total Market#,Sep 2020,0
996S,Total Market#,Oct 2020,0
996S,Total Market#,Nov 2020,0
996S,Total Market#,Dec 2020,0
996RS,US,Jan 2020,6
996RS,US,Feb 2020,2
996RS,US,Mar 2020,0
996RS,US,Apr 2020,0
996RS,US,May 2020,0
996RS,US,Jun 2020,0
996RS,US,Jul 2020,0
996RS,US,Aug 2020,0
996RS,US,Sep 2020,0
996RS,US,Oct 2020,0
996RS,US,Nov 2020,0
996RS,US,Dec 2020,0
996RS,Canada,Jan 2020,29
996RS,Canada,Feb 2020,7
996RS,Canada,Mar 2020,1
996RS,Canada,Apr 2020,0
996RS,Canada,May 2020,0
996RS,Canada,Jun 2020,0
996RS,Canada,Jul 2020,0
996RS,Canada,Aug 2020,0
996RS,Canada,Sep 2020,0
996RS,Canada,Oct 2020,0
996RS,Canada,Nov 2020,0
996RS,Canada,Dec 2020,0
996RS,Brazil,Jan 2020,39
996RS,Brazil,Feb 2020,10
996RS,Brazil,Mar 2020,2
996RS,Brazil,Apr 2020,0
996RS,Brazil,May 2020,0
996RS,Brazil,Jun 2020,0
996RS,Brazil,Jul 2020,0
996RS,Brazil,Aug 2020,0
996RS,Brazil,Sep 2020,0
996RS,Brazil,Oct 2020,0
996RS,Brazil,Nov 2020,0
996RS,Brazil,Dec 2020,0
996RS,Argentina,Jan 2020,19
996RS,Argentina,Feb 2020,5
996RS,Argentina,Mar 2020,1
996RS,Argentina,Apr 2020,0
996RS,Argentina,May 2020,0
996RS,Argentina,Jun 2020,0
996RS,Argentina,Jul 2020,0
996RS,Argentina,Aug 2020,0
996RS,Argentina,Sep 2020,0
996RS,Argentina,Oct 2020,0
996RS,Argentina,Nov 2020,0
996RS,Argentina,Dec 2020,0
996RS,UK,Jan 2020,21
996RS,UK,Feb 2020,6
996RS,UK,Mar 2020,1
996RS,UK,Apr 2020,0
996RS,UK,May 2020,0
996RS,UK,Jun 2020,0
996RS,UK,Jul 2020,0
996RS,UK,Aug 2020,0
996RS,UK,Sep 2020,0
996RS,UK,Oct 2020,0
996RS,UK,Nov 2020,0
996RS,UK,Dec 2020,0
996RS,France,Jan 2020,10
996RS,France,Feb 2020,3
996RS,France,Mar 2020,1
996RS,France,Apr 2020,0
996RS,France,May 2020,0
996RS,France,Jun 2020,0
996RS,France,Jul 2020,0
996RS,France,Aug 2020,0
996RS,France,Sep 2020,0
996RS,France,Oct 2020,0
996RS,France,Nov 2020,0
996RS,France,Dec 2020,0
996RS,Germany,Jan 2020,14
996RS,Germany,Feb 2020,3
996RS,Germany,Mar 2020,1
996RS,Germany,Apr 2020,0
996RS,Germany,May 2020,0
996RS,Germany,Jun 2020,0
996RS,Germany,Jul 2020,0
996RS,Germany,Aug 2020,0
996RS,Germany,Sep 2020,0
996RS,Germany,Oct 2020,0
996RS,Germany,Nov 2020,0
996RS,Germany,Dec 2020,0
996RS,Spain,Jan 2020,28
996RS,Spain,Feb 2020,8
996RS,Spain,Mar 2020,1
996RS,Spain,Apr 2020,0
996RS,Spain,May 2020,0
996RS,Spain,Jun 2020,0
996RS,Spain,Jul 2020,0
996RS,Spain,Aug 2020,0
996RS,Spain,Sep 2020,0
996RS,Spain,Oct 2020,0
996RS,Spain,Nov 2020,0
996RS,Spain,Dec 2020,0
996RS,Italy,Jan 2020,28
996RS,Italy,Feb 2020,7
996RS,Italy,Mar 2020,2
996RS,Italy,Apr 2020,0
996RS,Italy,May 2020,0
996RS,Italy,Jun 2020,0
996RS,Italy,Jul 2020,0
996RS,Italy,Aug 2020,0
996RS,Italy,Sep 2020,0
996RS,Italy,Oct 2020,0
996RS,Italy,Nov 2020,0
996RS,Italy,Dec 2020,0
996RS,China,Jan 2020,2
996RS,China,Feb 2020,1
996RS,China,Mar 2020,0
996RS,China,Apr 2020,0
996RS,China,May 2020,0
996RS,China,Jun 2020,0
996RS,China,Jul 2020,0
996RS,China,Aug 2020,0
996RS,China,Sep 2020,0
996RS,China,Oct 2020,0
996RS,China,Nov 2020,0
996RS,China,Dec 2020,0
996RS,Japan,Jan 2020,10
996RS,Japan,Feb 2020,2
996RS,Japan,Mar 2020,0
